session_id,object_position,heading,target,value,time,view_point
7,638,0,180,180.7192,5.56100000000151,0
7,170,180,45,241.6578,9.15899999999965,0
7,507,0,225,232.3121,5.61000000000058,0
7,531,45,315,291.218,18.9060000000027,0
7,634,0,270,251.565,9.95300000000134,0
7,235,90,180,138.061,10.7160000000003,0
7,547,270,225,289.5193,6.96499999999651,0
7,851,315,315,33.08232,10.9219999999987,0
7,107,45,180,306.6113,10.1759999999995,0
7,576,225,90,142.0318,17.0299999999988,0
7,158,135,135,299.6237,13.6599999999962,0
7,253,180,90,245.3532,7.05800000000454,0
7,632,0,315,257.6689,8.31999999999971,0
7,567,90,225,222.1729,15.9370000000054,0
7,654,270,270,49.60287,14.737000000001,0
7,581,135,315,176.1859,27.1469999999972,0
7,107,45,180,306.6113,10.1759999999995,0
7,578,225,135,203.1443,11.1869999999981,0
7,376,225,180,259.5568,21.3280000000013,0
7,256,180,135,255.0525,6.47299999999814,0
7,731,45,0,304.1542,15.1820000000007,0
7,157,135,180,57.09476,10.7209999999977,0
7,406,45,90,26.83405,11.3070000000007,0
7,564,90,270,235.8458,13.8020000000033,0
7,642,270,315,41.15397,8.46399999999994,0
7,581,135,315,176.1859,27.1469999999972,0
7,518,315,135,138.83,21.6549999999988,0
7,518,315,135,138.83,21.6549999999988,0
7,357,225,225,25.75047,12.0489999999991,0
7,543,270,45,116.4751,10.5559999999969,0
7,052,180,180,0.5562522,3.96600000000035,0
7,410,45,45,14.72144,5.9519999999975,0
7,520,0,0,15.64225,6.07100000000355,0
7,031,135,225,216.536,10.9199999999983,0
7,105,45,135,89.77531,13.3310000000056,0
7,561,90,315,258.6901,18.3350000000064,0
7,741,315,0,67.23669,9.87799999999697,0
7,534,45,270,232.8793,10.7609999999986,0
7,371,225,270,69.56717,26.8240000000005,0
7,213,270,90,102.1715,10.9910000000018,0
7,024,180,225,63.52489,7.04400000000169,0
7,306,315,180,235.5994,8.97699999999895,0
7,715,0,45,104.6098,10.9380000000019,0
7,584,135,270,178.8767,17.8080000000045,0
7,580,135,0,232.3121,4.94399999999587,0
7,743,315,45,137.3373,10.1180000000022,0
7,170,180,45,225.2953,10.7459999999992,0
7,534,45,270,232.8793,10.7609999999986,0
7,170,180,45,225.2953,10.7459999999992,0
7,571,225,315,69.56717,8.74199999999837,0
7,216,270,135,135,8.46699999999692,0
7,382,180,270,59.95168,10.0489999999991,0
7,305,315,225,294.2744,17.2969999999987,0
7,583,135,45,300.2983,18.0919999999969,0
7,748,315,90,167.3998,14.1009999999951,0
7,230,90,0,295.0169,7.89900000000489,0
7,783,90,45,289.6396,14.4850000000006,0
7,643,270,0,130.6237,8.62900000000081,0
7,318,270,180,251.565,8.26000000000204,0
7,380,180,315,101.3099,9.00800000000163,0
7,624,315,270,317.8271,8.16899999999441,0
7,718,0,90,127.1207,8.18100000000413,0
7,104,45,225,158.782,6.51600000000326,0
7,263,135,90,305.9605,7.57600000000093,0
7,465,90,90,59.89019,7.77100000000064,0
7,543,270,45,116.4751,10.5559999999969,0
7,317,270,225,288.0295,20.3940000000002,0
7,572,225,0,96.7571,7.75200000000041,0
7,815,315,315,286.049,8.19000000000233,0
7,250,180,0,181.5208,5.69200000000274,0
7,206,0,135,122.5873,16.5709999999963,0
7,185,135,135,21.2796,19.002999999997,0
7,543,270,45,136.8377,24.0600000000049,0
7,128,90,135,288.0295,9.55900000000111,0
7,321,270,270,51.43266,8.40099999999802,0
7,140,225,45,212.9299,18.4820000000036,0
7,205,0,180,182.9184,6.333000000006,0
